ID,B1,B2,B3,B4,B5,B6,B7,NDWI,NDVI,MNDWI,NDBI,elevation,LULC
1383_0,664,779,787,1774,1707.5,2952.5,1186,0.019100962,0.38539633,-0.373416449,-0.019100962,923,1
1387_0,344,616,530,3117,2214,2897,1131,0.169386607,0.709350151,-0.564664311,-0.169386607,1266,1
1389_0,529.5,631.5,597.5,1835.5,884.5,2937,368,0.349632353,0.508836827,-0.166886544,-0.349632353,228,1
1390_0,285.5,336.5,248.5,2118.5,1057.5,2819,484.5,0.33406801,0.790029573,-0.517216643,-0.33406801,2233,1
1391_0,397.5,511.5,437,2094,1232,2880.5,553.5,0.259170174,0.654681944,-0.413249211,-0.259170174,691,1
1392_0,434,601,493,2113,1377,2934,701,0.210888252,0.621642364,-0.39231547,-0.210888252,141,1
1394_0,260,430,522.5,2014.5,1843,2926.5,1245,0.044458846,0.588096177,-0.621645403,-0.044458846,3064,1
1396_0,371,518,391,2677,1484,2913,673,0.286709925,0.745110821,-0.482517483,-0.286709925,1006,1
1400_0,349,392,398,1465,930,2864,485,0.223382046,0.572732152,-0.406959153,-0.223382046,1491,1
1402_0,310,327,232.5,2203,1163,2836,434,0.308972074,0.809074112,-0.561073826,-0.308972074,1621,1
1403_0,356,445.5,467,1499,1053.5,2962.5,560.5,0.17453477,0.524923703,-0.405603736,-0.17453477,781,1
1404_0,460.5,602.5,697.5,2714,2039,2875.5,1138.5,0.142015569,0.591088964,-0.543819799,-0.142015569,2261,1
1405_0,549,740,693,1904,1659,2995,1066,0.068762279,0.466307278,-0.383076282,-0.068762279,186,1
1417_0,486,601,582,1544,1049,2980,508,0.190898573,0.452492944,-0.271515152,-0.190898573,389,1
1418_0,220,276,261.5,972,672.5,2883.5,363.5,0.182122226,0.576003243,-0.418028466,-0.182122226,3483,1
1420_0,261.5,413,330.5,2041.5,1232.5,2869.5,596,0.247098351,0.721332209,-0.498024916,-0.247098351,2987,1
1421_0,265,254.5,236,1157,628,2883.5,313,0.296358543,0.661162958,-0.423229462,-0.296358543,1352,1
1424_0,395,605,786,2268,2510,2939,1730,-0.050648807,0.485265226,-0.611556982,0.050648807,2568,1
1427_0,336,391,426,1481,1088,2847,668,0.152977812,0.553224961,-0.471264368,-0.152977812,1968,1
1429_0,521,719,870,1902,1929,3010,1278,-0.007047768,0.372294372,-0.45694864,0.007047768,1464,1
1431_0,332,477.5,422.5,3376.5,2008.5,2870,918.5,0.254038997,0.777573046,-0.615848753,-0.254038997,1913,1
1434_0,350.5,509.5,474,2045,1276.5,2905,754.5,0.231371368,0.623660183,-0.429451288,-0.231371368,1785,1
1435_0,212,241,205,973,649,2842,303,0.199753391,0.651952462,-0.458426966,-0.199753391,2057,1
1438_0,391,452,500,1090,1691,2864,1338,-0.216109313,0.371069182,-0.578161456,0.216109313,3439,1
1443_0,444,682,720,2410,2045,2965,1188,0.081930415,0.539936102,-0.499816648,-0.081930415,1533,1
1444_0,633,910.5,1034.5,2388,2616,3027,1744.5,-0.045563549,0.395471147,-0.48362399,0.045563549,212,1
1448_0,160,176,153,747,495,2790,304,0.202898551,0.66,-0.475409836,-0.202898551,2459,1
1450_0,525,526,456,2161,1201,2902,567,0.285544319,0.651509362,-0.390851187,-0.285544319,275,1
1452_0,137,155.5,145,641.5,292.5,2759,119.5,0.37366167,0.631277813,-0.305803571,-0.37366167,3039,1
1454_0,530,646.5,641,1940.5,1534,2982.5,903.5,0.116995251,0.503389502,-0.407016739,-0.116995251,600,1
1458_0,409,619,582,2089,1470,2965,696,0.17392526,0.564208162,-0.407371948,-0.17392526,440,1
1459_0,215,243,176,1405,776,2897,371,0.288399817,0.777356104,-0.523061825,-0.288399817,1255,1
1461_0,483.5,744,664.5,2337,1625,2987.5,851,0.179707219,0.557221389,-0.371886872,-0.179707219,162,1
1469_0,398,529,675,1958,1950,2886,1157,0.002047083,0.48727687,-0.573215006,-0.002047083,1530,1
1473_0,180.5,212.5,214,1228.5,760.5,2784,365.5,0.235294118,0.703292894,-0.563206578,-0.235294118,2961,1
1476_0,238,362,390,1834,1113,2870,541,0.244655582,0.649280576,-0.509152542,-0.244655582,1971,1
1477_0,481,685,901,1774,1818,2897,1026,-0.012249443,0.32635514,-0.452656812,0.012249443,1932,1
1482_0,457.5,461,408,1259,544,2853,263,0.396561287,0.5104979,-0.082587065,-0.396561287,805,1
1484_0,251,366,227,1907,853,2934,323,0.381884058,0.787253983,-0.399507793,-0.381884058,1339,1
1485_0,489,695,623,2470,1707,2970,838,0.182666986,0.597154866,-0.42131557,-0.182666986,959,1
1487_0,200,278,209,1191,511,2830,246,0.399529965,0.701428571,-0.29531052,-0.399529965,1924,1
1491_0,204,266,169,1085,528,2819,220,0.345319281,0.73046252,-0.329974811,-0.345319281,1735,1
1492_0,172,167,101,334,128,2825,29,0.445887446,0.535632184,0.13220339,-0.445887446,1337,1
1495_0,254,427,295,3385,1720,2929,681,0.326150833,0.839673913,-0.602235678,-0.326150833,996,1
1498_0,178,232.5,162,1137,658,2810,312.5,0.266852368,0.750577367,-0.477821449,-0.266852368,2073,1
1500_0,280,380.5,312.5,2144.5,1416.5,2942,651.5,0.204436956,0.745624746,-0.576516416,-0.204436956,1335,1
1506_0,354,558,437,2702,1600,2965,737,0.256159926,0.721567378,-0.482854495,-0.256159926,2220,1
1507_0,393,407,410,1978,1077,2892,469,0.29492635,0.656616415,-0.45148248,-0.29492635,427,1
1509_0,371,427,318,2208,932,2934,371,0.406369427,0.748218527,-0.371596762,-0.406369427,1102,1
1511_0,750,914,750,2011,1076,2929,451,0.302883058,0.45671858,-0.081407035,-0.302883058,178,1
1513_0,523,663,542.5,2046.5,1205.5,2937,519,0.258610086,0.580919274,-0.290339845,-0.258610086,264,1
1514_0,341,543,530,2277,1692,2908,924,0.14739229,0.62237264,-0.51409396,-0.14739229,752,1
1517_0,346,466,463,2682,1558,2918,726,0.26509434,0.705564388,-0.539525692,-0.26509434,1031,1
1519_0,310,339,231,1744,883,2853,348,0.327750285,0.766075949,-0.445171849,-0.327750285,1438,1
1521_0,463.5,544,444.5,1720.5,983.5,2944.5,424.5,0.272559172,0.589376443,-0.287725041,-0.272559172,510,1
1525_0,597,656,551,2085,1885,2985,888,0.050377834,0.581942337,-0.483667847,-0.050377834,176,1
1527_0,481,676,657,2521,1881,3010,1031,0.14538846,0.58653241,-0.471255377,-0.14538846,1149,1
1528_0,401,585,538,2221,1440,2952.5,754,0.213329691,0.610003625,-0.422222222,-0.213329691,1215,1
1532_0,400,570,524,2230,1783,2897,963,0.111387989,0.6194626,-0.515512112,-0.111387989,1226,1
1533_0,211,314,227,1475,785,2902,278,0.305309735,0.733254994,-0.428571429,-0.305309735,1437,1
1534_0,184.5,199,211,393.5,456.5,2761.5,261.5,-0.074117647,0.301902399,-0.392829901,0.074117647,4182,1
1537_0,410.5,606.5,644.5,2236,1823.5,3005,942,0.101613499,0.552508245,-0.500823045,-0.101613499,1166,1
1540_0,277,461,488,2377,1968,2881,1132,0.094131185,0.659336824,-0.620419926,-0.094131185,3099,1
1542_0,538.5,741,801.5,2097,1943.5,3014.5,1203.5,0.037990348,0.446955322,-0.447941889,-0.037990348,1118,1
1544_0,317.5,410,299,1432.5,725.5,2867,334,0.327618165,0.65463471,-0.277851167,-0.327618165,1064,1
1545_0,281,353,386,1243,1467,2886,913,-0.082656827,0.526089626,-0.612087912,0.082656827,3487,1
1546_0,539,774,821,2280,2497,2980,1603,-0.045426,0.470493389,-0.526750229,0.045426,1763,1
1547_0,535,810,895,2728,2806.5,2947.5,1772.5,-0.014183756,0.505934309,-0.55205309,0.014183756,926,1
1548_0,218,282,275,1235,700,2892,298,0.276485788,0.635761589,-0.425661914,-0.276485788,810,1
1549_0,223,294,215,1517,870,2801,399,0.271051529,0.751732102,-0.494845361,-0.271051529,2280,1
1552_0,502.5,707.5,695,2399.5,2226.5,2877.5,1370,0.037397319,0.550815964,-0.517723245,-0.037397319,2244,1
1554_0,425.5,611,688,2315.5,2449.5,3015,1476.5,-0.028121721,0.541867821,-0.600718837,0.028121721,997,1
1556_0,637.5,920.5,1005.5,1917,2257,3031.5,1626,-0.081456636,0.311890505,-0.42061369,0.081456636,426,1
1557_0,351.5,582.5,515.5,3063,2256,2923.5,1142,0.151720248,0.711890457,-0.589571957,-0.151720248,1461,1
1558_0,549,790,892,2716,2207,3000,1324,0.103392241,0.505543237,-0.472806139,-0.103392241,1452,1
1561_0,517,651,596.5,2087.5,1250.5,2931.5,599,0.250748951,0.555514158,-0.315277413,-0.250748951,251,1
1566_0,537.5,624,503.5,2218.5,1257,2952.5,469,0.276650842,0.630051433,-0.336523126,-0.276650842,226,1
1567_0,250,330,379.5,1454.5,1173,2778,694.5,0.107136061,0.586150491,-0.560878244,-0.107136061,3530,1
1569_0,442,646,610,2014,1378,2929,817,0.1875,0.535060976,-0.361660079,-0.1875,508,1
1572_0,323.5,493.5,427.5,2179,1484.5,2939.5,748.5,0.189572813,0.671973911,-0.501011122,-0.189572813,1519,1
1576_0,248,415,424,2004,1516,2801,680,0.138636364,0.650741351,-0.570170896,-0.138636364,3017,1
1579_0,274,343.5,284,1147,737,2891.5,388,0.217622081,0.603074773,-0.364183248,-0.217622081,2438,1
1580_0,491,779,723,1936,1915,3005,1152,0.005453129,0.456186536,-0.421677803,-0.005453129,210,1
1581_0,519,728,653,2191,1665,3029,941,0.136410788,0.540787623,-0.391558713,-0.136410788,856,1
1583_0,434,507,427,2351,1325,2975,536,0.279107726,0.692584593,-0.44650655,-0.279107726,273,1
1590_0,571,658,647,2200,1634,2970,780,0.1476265,0.545486477,-0.42582897,-0.1476265,325,1
1592_0,462.5,633,650,2823.5,2375,2944.5,1265,0.086274887,0.625737729,-0.57912234,-0.086274887,1586,1
1593_0,370,397,326,1563.5,731.5,2881,317.5,0.362527233,0.654935168,-0.296411165,-0.362527233,1039,1
1594_0,430,641,437,2545,1636,2960,729,0.217412102,0.706908115,-0.43697848,-0.217412102,165,1
1595_0,560,830,776,2051,2019,3020,1262,0.007862408,0.451008136,-0.417339417,-0.007862408,384,1
1596_0,420,574,675,1836,1430,2955,846,0.124311084,0.462365591,-0.427145709,-0.124311084,879,1
1600_0,595,577,469,2153,1145,2950,474,0.305639782,0.642257818,-0.329849013,-0.305639782,282,1
1608_0,537,580,438,2185,1318,2960,630,0.247502141,0.666031262,-0.388830348,-0.247502141,216,1
1609_0,246,344.5,267.5,1631.5,986,2905,422.5,0.24660936,0.718272775,-0.482149568,-0.24660936,2331,1
1610_0,565,858,1027,1816,2243,3010,1794,-0.105198325,0.277523743,-0.446630119,0.105198325,322,1
1612_0,500,728,811,2609,2149,2975,1378,0.096679277,0.525730994,-0.493917275,-0.096679277,893,1
1614_0,308,454,435,1961,1725,2853,970,0.064026044,0.636894825,-0.583295089,-0.064026044,2044,1
1617_0,453,631,520,2022,1386,2985,663,0.186619718,0.590873328,-0.374318294,-0.186619718,354,1
1621_0,279.5,254,255,617.5,546,2765.5,338,0.061452514,0.415472779,-0.365,-0.061452514,2983,1
1624_0,328,472,440,1554,901,2908,472,0.26598778,0.558676028,-0.312454479,-0.26598778,530,1
1625_0,161,191,147,1193,630,2830,336,0.308831596,0.780597015,-0.534713764,-0.308831596,2629,1
1633_0,478.5,700,754.5,2503.5,2520.5,2929,1491.5,-0.003383758,0.536832413,-0.565284894,0.003383758,1042,1
1634_0,622.5,737.5,762,2174.5,1705.5,2977.5,1011,0.120876289,0.481014814,-0.396234138,-0.120876289,127,1
1635_0,319.5,336.5,205.5,1235.5,573,2844,261,0.366325684,0.714781402,-0.260032985,-0.366325684,1683,1
1636_0,662.5,856.5,829.5,2296.5,1810.5,2921,964.5,0.118334551,0.469289827,-0.357705287,-0.118334551,807,1
1639_0,436,585,519,2017,1444,2955,731,0.165559087,0.590694006,-0.423361262,-0.165559087,1073,1
1640_0,242,300,190,1926,1093,2881,410,0.275919179,0.820415879,-0.569274946,-0.275919179,2286,1
1641_0,660.5,666.5,698.5,1038,1077.5,2753,945,-0.018671709,0.195508206,-0.235665138,0.018671709,3208,1
1646_0,331.5,460.5,501.5,2081,1961.5,2816,1071.5,0.029560915,0.611616651,-0.619735756,-0.029560915,2614,1
1653_0,250,282,217,1151,697,2918,330,0.245670996,0.682748538,-0.423901941,-0.245670996,658,1
1654_0,220,219,196.5,644,348,2747,217,0.298387097,0.532421178,-0.227513228,-0.298387097,3417,1
1655_0,261.5,341,343,1623,1109.5,2838.5,603.5,0.187923147,0.651068159,-0.529817304,-0.187923147,2021,1
1656_0,448.5,631,689.5,2310.5,2523.5,2872,1693.5,-0.044062888,0.540333333,-0.599936599,0.044062888,2856,1
1665_0,220,307.5,265.5,1831.5,1000.5,2910.5,417.5,0.293432203,0.746781116,-0.529816514,-0.293432203,1588,1
1667_0,513.5,676,654.5,3525.5,2104,2923.5,1057.5,0.252509104,0.686842105,-0.513669065,-0.252509104,1082,1
1673_0,410.5,609,628.5,1793,1583,2987.5,955,0.062203791,0.480900268,-0.444343066,-0.062203791,1491,1
1674_0,628.5,830,1059.5,1809.5,3100.5,2962.5,2398.5,-0.26293279,0.261415127,-0.577661875,0.26293279,3817,1
1676_0,265.5,243.5,225,666.5,503,2741,240.5,0.139803335,0.495232754,-0.347622237,-0.139803335,2755,1
1678_0,181.5,370.5,284.5,2359.5,1366.5,2838.5,634.5,0.266505636,0.784795764,-0.573402418,-0.266505636,2798,1
1683_0,623,799.5,970,1749,1997,3012.5,1405.5,-0.066203951,0.286502391,-0.428213839,0.066203951,950,1
1684_0,177.5,301.5,213.5,1595,865,2827.5,404,0.296747967,0.763892729,-0.48306901,-0.296747967,2405,1
1685_0,387,410,402,1697,1116,2960,491,0.206541059,0.616960457,-0.462647444,-0.206541059,346,1
1686_0,409,573,497,2420,1413,2950,600,0.262718497,0.659238944,-0.422960725,-0.262718497,567,1
1688_0,483,625,500,2277,1352,2892,621,0.254891155,0.639899172,-0.367728882,-0.254891155,1504,1
1689_0,298,350,341,2000,1232,2945,650,0.237623762,0.708671508,-0.557522124,-0.237623762,681,1
1694_0,440,511,424,1758,1055,2934,554,0.249911127,0.61136572,-0.347381865,-0.249911127,615,1
1697_0,357,545,485,2566,1237,2955,545,0.349460952,0.682071452,-0.388327722,-0.349460952,833,1
1700_0,259,393,359,2464,1461,2881,694,0.255541401,0.745660645,-0.57605178,-0.255541401,2403,1
1703_0,547,697,835,2011,1901,3015,1111,0.028118609,0.413211525,-0.46343341,-0.028118609,925,1
1704_0,367.5,560,560,2040,1488,2886,692,0.156462585,0.569230769,-0.453125,-0.156462585,1317,1
1708_0,400,513,722,2102,2214,2934,1399,-0.025949954,0.488668555,-0.623762376,0.025949954,2628,1
1709_0,540,654,592,2030,1522,2929,847,0.143018018,0.548436308,-0.398897059,-0.143018018,139,1
1712_0,537,761,925,2814,2669,2934,1659,0.026445377,0.505215298,-0.556268222,-0.026445377,1149,1
1713_0,734,925,964,2347,2507.5,2926,1615,-0.033062107,0.41769858,-0.461034232,0.033062107,848,1
1717_0,318,321,287,1749,1083,2847,467,0.235169492,0.718074656,-0.542735043,-0.235169492,1127,1
1718_0,248,308,325,1705,1265,2825,618,0.148148148,0.679802956,-0.608391608,-0.148148148,3274,1
1719_0,324,376.5,304,1438,900,2902.5,455,0.230111206,0.65097589,-0.410105758,-0.230111206,1145,1
1721_0,240.5,407,350.5,2900.5,1746.5,2869,759,0.248332257,0.784374039,-0.62201068,-0.248332257,2240,1
1723_0,664.5,928,973,2055.5,2180.5,3020,1529,-0.029508971,0.357437675,-0.402927457,0.029508971,271,1
1731_0,323,506,427,2142,1290,2897,634,0.248251748,0.667574932,-0.436525612,-0.248251748,1987,1
1736_0,464,612,623,2173,1592,2985,928,0.154316069,0.554363376,-0.444646098,-0.154316069,707,1
1737_0,251.5,419.5,378,1748,1367.5,2881,733.5,0.122131279,0.644402634,-0.530498041,-0.122131279,2958,1
1740_0,376,528,644,1343,1151,2934,610,0.076984763,0.351786613,-0.371054199,-0.076984763,847,1
1741_0,372,477.5,549.5,1497,1402.5,2894,1005.5,0.032591826,0.462985585,-0.492021277,-0.032591826,3088,1
1742_0,393,532,543,3028.5,2140,2897,1069.5,0.171906743,0.695926081,-0.601796407,-0.171906743,1525,1
1743_0,585,666.5,574,2069.5,1234.5,2905,535,0.252723971,0.565727256,-0.29879011,-0.252723971,692,1
1745_0,250,452,459,2398,1849,2825,1024,0.129267718,0.678683934,-0.607127336,-0.129267718,2878,1
1746_0,308.5,410,406,1978.5,1240.5,2875.5,620,0.229263747,0.659467394,-0.503180854,-0.229263747,1518,1
1747_0,270,402,337,1374,848,2875,423,0.236723672,0.606078317,-0.3568,-0.236723672,1769,1
1749_0,392,489,380,2077,1385,2950,578,0.19988446,0.690679691,-0.478121665,-0.19988446,519,1
1750_0,620.5,651.5,559.5,1495.5,1084.5,2939.5,514.5,0.159302326,0.455474453,-0.249423963,-0.159302326,355,1
1754_0,172,194,176,1213,538,2796,360,0.385494003,0.746580274,-0.469945355,-0.385494003,3070,1
1757_0,219,335,220,1960,1014,2908,448,0.318090114,0.798165138,-0.503335804,-0.318090114,1226,1
1759_0,409,464,362,996,386,2897,163,0.441389291,0.466863034,0.091764706,-0.441389291,780,1
1763_0,328,385,221,2010,1079,2934,383,0.301392036,0.801882564,-0.474043716,-0.301392036,475,1
1764_0,294,414,406,1567,1565,2908,939,6.39E-04,0.588443994,-0.581606872,-6.39E-04,2473,1
1765_0,263,332,332,1410,863,2853,412,0.240651122,0.618828932,-0.444351464,-0.240651122,1906,1
1767_0,127,179,151,943,605,2772,392,0.218346253,0.723948812,-0.543367347,-0.218346253,2676,1
1769_0,625,872,912,2004,1565,2918,919,0.123003642,0.374485597,-0.284366024,-0.123003642,284,1
1770_0,568,931,1112,3471,2467,2960,1716,0.169080498,0.514728344,-0.452030606,-0.169080498,1314,1
1772_0,489.5,779.5,851.5,2266,1938,2955,1436.5,0.078020932,0.453728949,-0.426310948,-0.078020932,475,1
1773_0,280,462,382,1574,1573,2864,839,3.18E-04,0.609406953,-0.545945946,-3.18E-04,2783,1
1774_0,370.5,650,578,2950.5,2300,2939.5,1239.5,0.123892963,0.672382032,-0.559322034,-0.123892963,1069,1
1783_0,502.5,593,491,2600.5,1572,2923,599,0.246494907,0.682354844,-0.452193995,-0.246494907,542,1
1785_0,427.5,544.5,457,2359,1314.5,2934,567.5,0.284333742,0.675426136,-0.414201183,-0.284333742,222,1
1787_0,173,246,129,973,506,2847,209,0.315753888,0.765880218,-0.345744681,-0.315753888,2181,1
1788_0,299,305,234,796,434,2819,165,0.294308943,0.545631068,-0.174560217,-0.294308943,1725,1
1790_0,420.5,466,534.5,1271.5,817,2789.5,567,0.217620302,0.408084164,-0.273577553,-0.217620302,3605,1
1793_0,551,705,587,2379,1492,2950,687,0.229139757,0.604180715,-0.358215749,-0.229139757,519,1
1794_0,206,267,238,1165,1111,2847,602,0.023725835,0.660727014,-0.612481858,-0.023725835,2639,1
1795_0,1749,1726,1800,2756,2498,2864,1678,0.049105443,0.209833187,-0.182765152,-0.049105443,868,1
1796_0,397,484,420,1682,1026,2950,473,0.242245199,0.60038059,-0.358940397,-0.242245199,710,1
1799_0,261,393,336.5,1774.5,1197.5,2913,607.5,0.194145357,0.681193747,-0.505815781,-0.194145357,3192,1
1802_0,387,542,505,2224,1166,2870,498,0.312094395,0.629901063,-0.365339578,-0.312094395,1097,1
1806_0,233,339,259.5,1596,979,2908,523.5,0.23961165,0.720291027,-0.485584219,-0.23961165,1688,1
1809_0,467,563,476,1733,1377,2913,717,0.114469453,0.569035763,-0.419587629,-0.114469453,192,1
1810_0,500,614,766,1976,1716,2975,1101,0.070422535,0.441283735,-0.472961373,-0.070422535,193,1
1815_0,689,1038.5,1546,3473.5,3558,2962.5,2202,-0.01201735,0.384002391,-0.54813445,0.01201735,1795,1
1818_0,504,591,489,2076,1170,2908,512,0.279112754,0.61871345,-0.32879046,-0.279112754,247,1
1819_0,374,509,383,2435,1308,2970,491,0.301095378,0.728176011,-0.439735828,-0.301095378,169,1
1826_0,617,747,645,1800,1613,2950,1015,0.054790507,0.472392638,-0.366949153,-0.054790507,208,1
1828_0,446.5,613,648.5,2102.5,1689,2936.5,999.5,0.109059739,0.528535078,-0.467419635,-0.109059739,510,1
1830_0,384,582,573,2142,1503,2892,793,0.175308642,0.577900552,-0.441726619,-0.175308642,1959,1
1831_0,226,437,330,2278.5,1287,2950,587.5,0.278081615,0.746981024,-0.493039443,-0.278081615,2481,1
1834_0,329,499,537,1897,1312,2934,635,0.182299782,0.558751027,-0.448923247,-0.182299782,608,1
1835_0,406.5,497.5,409,2193.5,1282,2967.5,569,0.262264422,0.68568684,-0.440854173,-0.262264422,236,1
1836_0,570,665,718,1958,1512,2990,911,0.128530259,0.463378176,-0.389067524,-0.128530259,199,1
1838_0,259,266,231,787,509,2753,236,0.214506173,0.546168959,-0.313548387,-0.214506173,2994,1
1840_0,226,294,238,899,505,2819,234,0.280626781,0.581354442,-0.2640801,-0.280626781,1686,1
1841_0,229,261,195,1615,592,2819,306,0.463525147,0.784530387,-0.388042204,-0.463525147,2520,1
1847_0,571,773.5,794.5,2450,1980.5,3027,1095,0.105969981,0.510248112,-0.438271605,-0.105969981,690,1
1848_0,518,781,799,2270,2204,2985,1274,0.0147519,0.479309221,-0.476716918,-0.0147519,1027,1
1849_0,234.5,302.5,316,1218,1073,2786.5,628.5,0.063291139,0.588005215,-0.560159942,-0.063291139,3217,1
1851_0,482,800,727,2755,2074,3029,1079,0.141022986,0.582423894,-0.443284621,-0.141022986,840,1
1854_0,413.5,520,481,1944,1277.5,2952,753,0.2068912,0.603298969,-0.421418637,-0.2068912,1055,1
1855_0,193,190,131,512,381,2784,195,0.146696529,0.592534992,-0.334500876,-0.146696529,2807,1
1858_0,502,663,776,1886,1860,2934,1309,0.006940737,0.416979715,-0.474435196,-0.006940737,546,1
1860_0,135,177,143,720,382,2778,188,0.306715064,0.668597914,-0.366726297,-0.306715064,3319,1
1865_0,566,786,813,2381,1816,3005,1083,0.134619967,0.490920476,-0.395849347,-0.134619967,164,1
1869_0,273,367,275,1965,1039,2929,451,0.308255659,0.754464286,-0.477951636,-0.308255659,935,1
1873_0,326,329,286,933,409,2847,226,0.390461997,0.53076292,-0.108401084,-0.390461997,1146,1
1874_0,468,584,488,2534,1643,2881,729,0.213310989,0.677035076,-0.475527616,-0.213310989,1093,1
1878_0,411,546.5,568,2536.5,1780,2970,1001.5,0.175257732,0.634079562,-0.530195573,-0.175257732,567,1
1881_0,133.5,166,128.5,822.5,506,2815.5,199,0.238238615,0.729758149,-0.505952381,-0.238238615,2285,1
1882_0,518.5,706.5,810,2091.5,2149,2977.5,1430.5,-0.013559722,0.441668103,-0.50516547,0.013559722,1198,1
1883_0,405.5,664.5,794.5,2778,2122.5,2923.5,1320.5,0.133761861,0.555213436,-0.523143165,-0.133761861,1177,1
1884_0,1078.5,1203.5,1242,1834,1612,2756,1254,0.064422519,0.192457737,-0.145089682,-0.064422519,3431,1
1886_0,478.5,698,798.5,2535,2664,2964.5,1456.5,-0.024812464,0.520923954,-0.58477097,0.024812464,2171,1
1887_0,471,598,548,2248,1639,2975,833,0.1566761,0.608011445,-0.465355387,-0.1566761,195,1
1888_0,195.5,158,123,883.5,350.5,2832.5,156,0.431928687,0.755588674,-0.378564405,-0.431928687,1808,1
1892_0,347.5,526.5,511,2405,1536.5,2916,798.5,0.220347583,0.64951989,-0.489578284,-0.220347583,1873,1
1894_0,230,213,186,682,656,2790,361,0.019431988,0.571428571,-0.509781358,-0.019431988,2973,1
1896_0,328,481,337,3017,1721,2934,731.5,0.273533136,0.799045915,-0.563124432,-0.273533136,861,1
1898_0,112.5,95.5,81,197,130,2783.5,30,0.204892966,0.417266187,-0.152993348,-0.204892966,2843,1
1899_0,547,729,944,2289,2377,2950,1593,-0.018859837,0.41602227,-0.530585963,0.018859837,2076,1
1904_0,130,124,103,309,199,2784,119,0.216535433,0.5,-0.232198142,-0.216535433,3093,1
1907_0,241,250,216,712,521,2813,260,0.154906732,0.534482759,-0.351491569,-0.154906732,3710,1
1909_0,326,444,364,2534,1430,2950,598,0.278506559,0.748792271,-0.526147279,-0.278506559,529,1
1910_0,625.5,883,976.5,2197.5,2303,3007,1514,-0.02344184,0.384688091,-0.445699937,0.02344184,368,1
1912_0,427,529,472,2358,1562,2918,647,0.203061224,0.666431095,-0.494021999,-0.203061224,556,1
1915_0,458,680.5,698.5,2110.5,1772,2960,972.5,0.087186091,0.502669989,-0.445056065,-0.087186091,386,1
1917_0,305.5,377,421.5,1098,1087.5,2905,622.5,0.004804393,0.445212241,-0.485148515,-0.004804393,2112,1
1921_0,186,302,242,1165,959,2853,531,0.096986817,0.656005686,-0.521015067,-0.096986817,3444,1
1922_0,277,318,244,1137,524,2836,269,0.369054786,0.646632875,-0.244655582,-0.369054786,1159,1
1923_0,205,190,136,595,328,2819,116,0.289274106,0.627906977,-0.266409266,-0.289274106,3138,1
1924_0,324.5,510.5,538.5,2355,1937,2931.5,1185.5,0.097390494,0.627786418,-0.582839632,-0.097390494,1668,1
1927_0,272,268,169,1232,605,2902,197,0.341317365,0.758743754,-0.3860252,-0.341317365,1025,1
1934_0,274,360,303,2310,1137,2847,529,0.340295909,0.768082664,-0.519038076,-0.340295909,2287,1
1936_0,184.5,217.5,249.5,1021,713.5,2819,357,0.17728452,0.607241244,-0.532760473,-0.17728452,3056,1
1943_0,230.5,231.5,149,1218,615,2891.5,229.5,0.328968903,0.782004389,-0.453041937,-0.328968903,1405,1
1944_0,257,288,218,1481,883,2853,349,0.252961083,0.743378458,-0.508112724,-0.252961083,1480,1
1945_0,428,474,406.5,1499,1042,2847,560,0.179850453,0.573340331,-0.374670185,-0.179850453,1807,1
1947_0,207,256,246,1371,851,2830,410,0.234023402,0.695732839,-0.537488708,-0.234023402,2889,1
1948_0,506.5,555,462.5,2022,1336.5,2891.5,611.5,0.204108977,0.627691688,-0.413164155,-0.204108977,715,1
1949_0,626,931,973,2461,2753,3000,1844,-0.056003069,0.43331392,-0.494571118,0.056003069,775,1
1952_0,642,765,687,3180,1798,2864,847,0.277621535,0.644685803,-0.403043309,-0.277621535,2273,1
1953_0,319,489,469,2323,1843,2945,1013,0.115218435,0.664040115,-0.580617496,-0.115218435,3258,1
1955_0,307,431,513.5,1640.5,1820.5,2824.5,1294,-0.05200809,0.523212628,-0.617144126,0.05200809,2916,1
1957_0,514,734,986,2083,2406,2939,1532,-0.071953665,0.357445422,-0.532484076,0.071953665,1802,1
1963_0,318,398,317,1332,717,2870,330,0.300146413,0.61552456,-0.286098655,-0.300146413,1605,1
1964_0,259,322,289,1528,1070,2886,527,0.176289453,0.681893231,-0.537356322,-0.176289453,2855,1
1968_0,605,937,1254,2652,3290,3067,2241,-0.107371255,0.357910906,-0.556659569,0.107371255,1674,1
1969_0,453,572,504,1726,1158,2902,582,0.196948682,0.547982063,-0.338728324,-0.196948682,1040,1
1970_0,187,196.5,134,832,342.5,2784,141.5,0.416773095,0.722567288,-0.270871985,-0.416773095,2182,1
1973_0,331,511,398,1901,999,2939,523,0.311034483,0.653762505,-0.323178808,-0.311034483,755,1
1976_0,867,989,876.5,2419,1295,2939.5,659.5,0.302638665,0.468062509,-0.133975482,-0.302638665,156,1
1977_0,697.5,794,820.5,1718.5,1840,2913,1201.5,-0.0341436,0.353682552,-0.397114655,0.0341436,616,1
1979_0,305,399,411,1675,1113,2864,593,0.201578192,0.605944391,-0.472222222,-0.201578192,1780,1
1981_0,306.5,472.5,393,2188.5,1476,2897,725,0.194433074,0.695525857,-0.515011547,-0.194433074,2873,1
1983_0,473,680,639,2081,1565,2997.5,766,0.141524959,0.530147059,-0.394209354,-0.141524959,151,1
