ID,B1,B2,B3,B4,B5,B6,B7,NDWI,NDVI,MNDWI,NDBI,elevation,LULC
1_0,433,474,392,1914,1332,2970,489,0.179297597,0.660017346,-0.475083056,-0.179297597,164,1
3_0,528,659,756.5,1989.5,1808,2809.5,1311.5,0.047794602,0.449016752,-0.465747872,-0.047794602,3643,1
8_0,129,205,185,693,592,2722,415,0.078599222,0.578587699,-0.485570891,-0.078599222,3515,1
11_0,601.5,822.5,977,1924.5,2240,3032,1687,-0.075759395,0.32655523,-0.462857143,0.075759395,1076,1
14_0,587,788,837,1985,2398,2980,1672,-0.094227698,0.406803685,-0.505335844,0.094227698,184,1
16_0,313,454,454.5,2009,1443.5,2859,941,0.163794352,0.631012787,-0.521475626,-0.163794352,1656,1
17_0,428,710,746,2566,2310,2864,1389,0.052502051,0.549516908,-0.529801325,-0.052502051,2321,1
18_0,179,207,221,785,374,2847,135,0.354616048,0.560636183,-0.287435456,-0.354616048,1550,1
20_0,638,806,924.5,2232,2057.5,3000,1165,0.040680732,0.414224616,-0.437052558,-0.040680732,349,1
21_0,370,547,589,2158,1822,2908,1066,0.084422111,0.571168548,-0.538201773,-0.084422111,1757,1
28_0,496,669,549,1903,1089,2913,559,0.272058824,0.552202284,-0.23890785,-0.272058824,556,1
30_0,497,657.5,659.5,2217.5,1755,2965,958.5,0.116425425,0.541536323,-0.45492228,-0.116425425,193,1
32_0,586.5,900,1153.5,2495.5,2678,3000,1844.5,-0.035275925,0.367771992,-0.496925657,0.035275925,1934,1
34_0,387,562,454.5,2674,1824.5,2933.5,840.5,0.188840725,0.709445421,-0.529017389,-0.188840725,481,1
37_0,602,754.5,748,1946,1765.5,3000,1033.5,0.048632628,0.444691908,-0.401190476,-0.048632628,192,1
38_0,433,486,352,1760,1031,2960,469,0.261196704,0.666666667,-0.359261701,-0.261196704,580,1
42_0,203,310,337,1716,1297,2790,716,0.139064056,0.671699951,-0.614187928,-0.139064056,3431,1
43_0,332,439,264,2054,1061,2962.5,433.5,0.318780096,0.772217429,-0.414666667,-0.318780096,211,1
49_0,339,443,330,1865,983.5,2955,376,0.30946112,0.699316629,-0.378899404,-0.30946112,203,1
50_0,359,464,362,1985,1107,2892,563,0.283958603,0.691521091,-0.409293444,-0.283958603,1597,1
52_0,386.5,582,592,2295.5,1734.5,2970,891.5,0.139205955,0.58995671,-0.497517807,-0.139205955,1473,1
53_0,487,674,672,1540,1554,2870,1004,-0.004524887,0.392405063,-0.39497307,0.004524887,1143,1
56_0,496,652,670,1942,1304,2913,659,0.1965496,0.486983155,-0.333333333,-0.1965496,534,1
59_0,238,313.5,245,1630,1012,2858.5,487,0.233913702,0.738666667,-0.526970954,-0.233913702,2152,1
61_0,298,267,204,991,402,2842,185,0.422828428,0.658577406,-0.201793722,-0.422828428,1033,1
65_0,491.5,711,887.5,1714,2430.5,2902,2007.5,-0.17287972,0.317701326,-0.547349992,0.17287972,3306,1
68_0,483.5,655.5,698,2424.5,2120.5,2967.5,1175.5,0.066886689,0.552922338,-0.527737752,-0.066886689,972,1
71_0,1977,2097.5,2131.5,2857.5,2558,2767.5,2266.5,0.055304219,0.145520144,-0.098915262,-0.055304219,3372,1
72_0,431,544,377,2578,1338,2918,502,0.316649642,0.744839255,-0.421891605,-0.316649642,940,1
75_0,208,324,256,1774,869,2875,428,0.342413924,0.747783251,-0.456831517,-0.342413924,1762,1
77_0,646,729,670,2468,1626,2875,854,0.20566683,0.572976418,-0.38089172,-0.20566683,924,1
80_0,316,389,402,1882,1321,2902,580,0.175148298,0.647985989,-0.54502924,-0.175148298,1205,1
81_0,330.5,387,317,1602.5,822.5,2947.5,351.5,0.321649485,0.669705653,-0.360066143,-0.321649485,392,1
83_0,405,597,632,2279,1813,2985,1038,0.113880743,0.565784954,-0.504564315,-0.113880743,2116,1
87_0,315,389,377,1248,1173,2836,754,0.030978934,0.536,-0.501920615,-0.030978934,2032,1
90_0,450,612,764,1703,1068,2778,700,0.229159148,0.38062424,-0.271428571,-0.229159148,3488,1
94_0,331,508,498,2579,1978,2908,1014,0.131885012,0.676308092,-0.591311344,-0.131885012,3243,1
96_0,460,548,467,1755,916,2881,468,0.314114564,0.579657966,-0.25136612,-0.314114564,1191,1
98_0,454.5,620.5,646.5,1937,1586.5,2945,929.5,0.099474954,0.49951616,-0.437698233,-0.099474954,1426,1
101_0,307.5,463,461,1623,1604,2977.5,1021.5,0.005887822,0.557581574,-0.552007741,-0.005887822,1333,1
103_0,528,569,493,1636,1121,2934,518,0.186797243,0.536871771,-0.326627219,-0.186797243,230,1
106_0,284,392,362,1929,1069,2897,488,0.286857905,0.683980794,-0.463381246,-0.286857905,437,1
108_0,311,466,502,2502,1883,2813,1004,0.141163056,0.665778961,-0.603235419,-0.141163056,3010,1
114_0,180,291.5,263.5,2112,1108.5,2858.5,525.5,0.311597578,0.778151968,-0.583571429,-0.311597578,3230,1
116_0,610,832,921,2122,2436,3044,1692,-0.068889864,0.394676306,-0.490820073,0.068889864,1259,1
119_0,675,852,714,2223,1676,2950,989,0.140292383,0.513789581,-0.325949367,-0.140292383,149,1
124_0,483.5,594,579,1920,1410,2977.5,724,0.153153153,0.536614646,-0.407185629,-0.153153153,655,1
129_0,529,674,741,2163,1556,2908,730,0.163215918,0.489669421,-0.395515695,-0.163215918,868,1
130_0,309,523,497,2477,1577,2939,732,0.22200296,0.665770007,-0.501904762,-0.22200296,645,1
132_0,493,610.5,571.5,2213,1685,2942,839.5,0.135454079,0.589513378,-0.468089741,-0.135454079,502,1
133_0,536,638,547,2154,1382,2924,761,0.218325792,0.594964828,-0.368316832,-0.218325792,150,1
136_0,226,289,261,1328,974,2891.5,476,0.153779322,0.671491504,-0.542359462,-0.153779322,1748,1
137_0,218,208,167,829,431,2813,248,0.315873016,0.664658635,-0.348982786,-0.315873016,2800,1
139_0,351,362,261,1388,767,2875,305,0.288167053,0.683444512,-0.358724535,-0.288167053,766,1
140_0,297.5,381,445.5,1273.5,1495.5,2804.5,1005,-0.080173348,0.481675393,-0.59392486,0.080173348,3081,1
142_0,608,822,935,2301,2693,2995,1956,-0.078494193,0.422126082,-0.532290185,0.078494193,1582,1
143_0,249,400,353,2295,1407,2825,616,0.23987034,0.733383686,-0.557277255,-0.23987034,2726,1
145_0,522.5,710,740.5,3207,2475.5,2955,1353.5,0.128728553,0.624825839,-0.554230105,-0.128728553,875,1
149_0,209,358,373,2237,1379,2847,667,0.237278761,0.714176245,-0.587795049,-0.237278761,2431,1
152_0,225.5,319,300,1473,915,2905,488,0.233668342,0.661590525,-0.482982172,-0.233668342,2957,1
154_0,422,572.5,566,2009,1603,2931.5,1022,0.112403101,0.56038835,-0.473684211,-0.112403101,1712,1
156_0,2175.5,2410.5,2610.5,3997.5,4178.5,2797.5,3445.5,-0.022137965,0.209897094,-0.268325998,0.022137965,3275,1
158_0,371,516,466,1539,1271,2950,689,0.095373665,0.535162095,-0.422495803,-0.095373665,1660,1
164_0,460.5,585,635.5,2497,2292,2899.5,1292,0.042806431,0.594253791,-0.593326382,-0.042806431,2469,1
165_0,305,374.5,341,1164,716.5,2918.5,351.5,0.237968625,0.546843854,-0.313473877,-0.237968625,1079,1
166_0,379,596,525,2117,1569,2975,807,0.148670646,0.602573808,-0.449422633,-0.148670646,1731,1
172_0,447,550,651,2251,1709,2965,929,0.136868687,0.551343901,-0.513058876,-0.136868687,927,1
173_0,296,338,359,1462,1112,2836,635,0.135975136,0.605711148,-0.533793103,-0.135975136,3208,1
175_0,209.5,329.5,312,1754.5,1120,2897,547,0.220734041,0.698040165,-0.545360469,-0.220734041,2415,1
176_0,235,279,224.5,957.5,498,2824.5,246,0.315699072,0.620135364,-0.281853282,-0.315699072,1749,1
179_0,409,526,388,2529,1389,2945,550,0.290964778,0.73397326,-0.450652742,-0.290964778,545,1
181_0,352.5,496.5,602,1904,1737.5,2859,1206,0.045722916,0.519553073,-0.555505819,-0.045722916,3443,1
182_0,406,533.5,582,1420.5,1110.5,2947,577,0.122481233,0.418726592,-0.350973236,-0.122481233,1134,1
183_0,466,634,711,1933,1690,3000,1038,0.067071488,0.462178517,-0.454388985,-0.067071488,1159,1
187_0,377.5,509,444,1501,1043.5,2926,534,0.179799568,0.54344473,-0.344283414,-0.179799568,525,1
191_0,387,504,481,1159,858,2995,567,0.149231532,0.413414634,-0.259911894,-0.149231532,1009,1
194_0,238,396,330,2036,1391,2853,677,0.188211263,0.721048183,-0.556799105,-0.188211263,2100,1
200_0,362.5,336.5,235,1116.5,471.5,2861.5,193.5,0.406171285,0.652238254,-0.167079208,-0.406171285,928,1
201_0,614.5,706,761,1913.5,1648.5,3019,979.5,0.074396407,0.430921668,-0.400297303,-0.074396407,211,1
205_0,220.5,346.5,309.5,1568.5,1083,2915.5,572.5,0.183103903,0.670394036,-0.51521511,-0.183103903,3084,1
206_0,317,418,435,1962,1260,2918,567,0.217877095,0.637046308,-0.501787843,-0.217877095,2587,1
208_0,329,456,422,2552,1568,2864,794,0.238834951,0.716207128,-0.549407115,-0.238834951,1152,1
209_0,244,277,239,1191,842,2807,474,0.171667486,0.665734266,-0.504915103,-0.171667486,2393,1
210_0,484,531,498,1697,1279,2886,792,0.140456989,0.546241458,-0.413259669,-0.140456989,521,1
212_0,408,537,398,2521,1523,2945,612,0.246785361,0.727303871,-0.478640777,-0.246785361,809,1
214_0,440,699,724,2733,2360,2970,1318,0.073237777,0.581139717,-0.542987905,-0.073237777,1053,1
215_0,291,494,381.5,2828.5,1703.5,2941.5,736,0.248234775,0.762305296,-0.55039818,-0.248234775,1221,1
217_0,508,645,611,2308,1997,2950,1047,0.07224158,0.581363481,-0.511733535,-0.07224158,859,1
218_0,272,223,130,482,337,2784,193,0.177045177,0.575163399,-0.203571429,-0.177045177,2244,1
220_0,559,833.5,937.5,1843,1996,3019,1453.5,-0.039854129,0.325660852,-0.410849973,0.039854129,675,1
227_0,245,337,296,1980,1227,2864,607,0.234798877,0.739894552,-0.569053708,-0.234798877,2126,1
230_0,462.5,601.5,546,2256,1724.5,2955,976.5,0.133525939,0.610278373,-0.482803095,-0.133525939,918,1
231_0,372,548,607,2499,1837,2990,871,0.152675277,0.609143593,-0.540461216,-0.152675277,2454,1
232_0,494,669,720,1848,1786,2982.5,1056,0.01706109,0.439252336,-0.454989817,-0.01706109,1260,1
241_0,223,199.5,203,441.5,488,2771,277,-0.050026896,0.370054306,-0.419636364,0.050026896,3458,1
242_0,482,695,727,3249,2425,2980,1318,0.145223828,0.634305835,-0.554487179,-0.145223828,943,1
244_0,531.5,570.5,498.5,1907,1175.5,2936.5,517.5,0.23730738,0.585533153,-0.3465063,-0.23730738,568,1
246_0,485,560,439,2468,1443,2945,603,0.262081309,0.697970416,-0.440838742,-0.262081309,1209,1
247_0,277.5,364,436,1320,1126,2850,604.5,0.079313164,0.503416856,-0.511409396,-0.079313164,3432,1
253_0,596,679,634,1631,1089,2875,543,0.199264706,0.4401766,-0.231900452,-0.199264706,803,1
254_0,373.5,544.5,561,2541.5,1709,2921,792,0.195859311,0.638356164,-0.51675172,-0.195859311,1360,1
256_0,236,345,217,2098,961,2836,436,0.371690095,0.812526998,-0.471669219,-0.371690095,1659,1
257_0,271,348,373,1675,1182,2830,697,0.172558628,0.635742188,-0.545098039,-0.172558628,2901,1
260_0,309.5,446.5,468,1144,1045.5,2810,731.5,0.04498744,0.419354839,-0.401474531,-0.04498744,3597,1
263_0,228.5,370.5,336.5,1953.5,1238,2905,637.5,0.224189253,0.706113537,-0.53932235,-0.224189253,2240,1
269_0,277,524,383,2663,1589,2929,742,0.252587018,0.748522653,-0.504022717,-0.252587018,2373,1
270_0,419.5,514.5,428.5,2143.5,1287.5,2965,585.5,0.249489945,0.666796267,-0.428967814,-0.249489945,203,1
278_0,95.5,112.5,101,197,107,2801,66,0.296052632,0.322147651,0.025056948,-0.296052632,2791,1
279_0,229,261,213,1133,552,2825,255,0.344807122,0.683506686,-0.357933579,-0.344807122,2941,1
283_0,271,345,280,1217,687,2881,336,0.278361345,0.625918504,-0.331395349,-0.278361345,1248,1
284_0,337.5,405.5,291.5,1918,1060,2952.5,428.5,0.288112827,0.736139398,-0.446605254,-0.288112827,196,1
285_0,87.5,92,100.5,200,83.5,2786.5,82.5,0.410934744,0.331114809,0.048433048,-0.410934744,3004,1
288_0,546,707,850,1820.5,1857,2960,1303,-0.009925221,0.363415091,-0.448517941,0.009925221,927,1
289_0,226.5,257,211.5,1113,611,2896.5,319.5,0.291183295,0.680634202,-0.407834101,-0.291183295,814,1
290_0,264,340,337,1875,1430,2853,730,0.134644478,0.695298373,-0.615819209,-0.134644478,3006,1
291_0,511,717.5,711.5,1849.5,1584,3007.5,952,0.077326343,0.444357673,-0.376493591,-0.077326343,1104,1
303_0,384,483,428,2142,1110,2960,506,0.317343173,0.66692607,-0.393596987,-0.317343173,276,1
304_0,1044,1046,1013,1742,1664,2897,1023,0.022900763,0.2646098,-0.22804428,-0.022900763,407,1
305_0,292,275,210,673,323,2807,99,0.351405622,0.524348811,-0.080267559,-0.351405622,1220,1
307_0,381,385,282,1042,535,2864,229,0.321496512,0.574018127,-0.163043478,-0.321496512,1458,1
313_0,407,583,605,1617,1705,2965,1141,-0.026490066,0.455445545,-0.490384615,0.026490066,3036,1
315_0,379,479.5,400,1632,1039.5,2867,503.5,0.221785514,0.606299213,-0.368663594,-0.221785514,1631,1
316_0,328,453,431.5,1317,1324.5,2836,731.5,-0.002839296,0.506434086,-0.490295359,0.002839296,2643,1
318_0,484.5,617.5,567,1981,1511,2913,796.5,0.134593356,0.554945055,-0.419779187,-0.134593356,264,1
319_0,284,364,367,1382,1008,2836,614,0.156485356,0.580331618,-0.469387755,-0.156485356,1992,1
320_0,207,167,148,517,430,2801,219,0.09186906,0.554887218,-0.440536013,-0.09186906,2575,1
323_0,337,319.5,244,996.5,423,2889,208,0.404015498,0.606610238,-0.139393939,-0.404015498,1540,1
325_0,393,454,357,2069,1074,2908,450,0.316576519,0.705688376,-0.405759162,-0.316576519,600,1
327_0,451,578,640,1394.5,1242,2955,811.5,0.057841836,0.370852789,-0.364835165,-0.057841836,1098,1
329_0,192,209,234,1437,856,2830,432,0.253379852,0.719928187,-0.607511737,-0.253379852,3148,1
332_0,290,530.5,457,2586.5,1657.5,2936.5,829.5,0.218897267,0.699687859,-0.515082267,-0.218897267,2647,1
333_0,357,400,343,1543,789,2897,329,0.323327616,0.636267232,-0.327165685,-0.323327616,547,1
335_0,242,345,193,1822,1194,2902,494,0.208222812,0.808436725,-0.55165692,-0.208222812,2022,1
337_0,293,441,591.5,1367,1441,2864,907,-0.026353276,0.395966301,-0.531349628,0.026353276,3614,1
338_0,212,258,186,883,597,2847,275,0.193243243,0.652011225,-0.396491228,-0.193243243,2646,1
339_0,405,555,439,2330,1407,2960,683,0.246989564,0.682918021,-0.434250765,-0.246989564,647,1
341_0,139.5,212,185,1178.5,512.5,2784,204,0.393849793,0.728639531,-0.414768806,-0.393849793,2827,1
343_0,294,336,261,1688,890,2842,433,0.309542281,0.732170344,-0.45187602,-0.309542281,1446,1
345_0,245,391,410,1903,1493,2864,872,0.120730271,0.645482058,-0.58492569,-0.120730271,2569,1
350_0,213.5,188,140,169.5,156,2744,92.5,0.041474654,0.095315024,0.093023256,-0.041474654,2876,1
352_0,576,691,609,1872,1193,2892,524,0.221533442,0.509068924,-0.266454352,-0.221533442,156,1
353_0,460,688,672,2526,2251,2965,1119,0.057567511,0.579737336,-0.531813542,-0.057567511,1014,1
356_0,457,555,550,2061,1726,2985,801,0.088460523,0.578705477,-0.513371328,-0.088460523,169,1
360_0,183,220.5,158,1337,544.5,2797.5,253,0.421206484,0.788628763,-0.423529412,-0.421206484,3127,1
363_0,335,501.5,404,2527,1589.5,2962.5,769.5,0.227742014,0.724326169,-0.520325203,-0.227742014,310,1
365_0,579.5,822.5,1045.5,2237.5,3128.5,3062.5,2196.5,-0.166045471,0.363082546,-0.583649709,0.166045471,1667,1
367_0,383,466,413,1746,1046,2881,538,0.250716332,0.61741547,-0.383597884,-0.250716332,995,1
370_0,323,515,460,2917,2045,2902,1017,0.17573559,0.727568848,-0.59765625,-0.17573559,1416,1
372_0,334,413,297,1851,996,2902,427,0.300316122,0.723463687,-0.41376863,-0.300316122,373,1
373_0,458,680,754.5,2394.5,2147.5,2995,1290.5,0.05438133,0.520800254,-0.519009726,-0.05438133,1737,1
374_0,580,796,1028,2382,2525,2939,1784,-0.029142042,0.397067449,-0.520626317,0.029142042,1403,1
376_0,915,1005,947,2641,2269.5,2905,1209,0.07565421,0.47212932,-0.386165827,-0.07565421,315,1
377_0,249.5,326,260.5,1621,866.5,2853,408.5,0.303316583,0.723093277,-0.453249476,-0.303316583,3228,1
378_0,214,295,213,1729,964,2918,373,0.284069811,0.780638517,-0.531374106,-0.284069811,611,1
379_0,389,508,382,2758,1393.5,2929,617,0.328676382,0.756687898,-0.465684986,-0.328676382,608,1
380_0,242.5,343,321.5,2303,1233.5,2822,546.5,0.302417645,0.755000953,-0.564858865,-0.302417645,3032,1
382_0,204,303,287,1152,927,2813,607,0.108225108,0.601111883,-0.507317073,-0.108225108,2944,1
389_0,304,319,265,1147,701,2819,337,0.241341991,0.624645892,-0.374509804,-0.241341991,1790,1
390_0,351,576,441,2451,1302,2892,644,0.306155076,0.695020747,-0.38658147,-0.306155076,1593,1
392_0,408,507,384,2335,1174,2902,431,0.330863494,0.717543214,-0.396787626,-0.330863494,543,1
398_0,302,372,308.5,1822.5,1033,2839,481.5,0.276483978,0.710464571,-0.470462633,-0.276483978,1880,1
400_0,333,496.5,513,2556,1970.5,2856,1100,0.129349387,0.66568915,-0.597486826,-0.129349387,2513,1
401_0,616.5,754,845,1971,1789,2985,1209.5,0.048404255,0.399857955,-0.406999607,-0.048404255,409,1
404_0,240.5,416.5,376.5,1804,1226.5,2931.5,667.5,0.190562613,0.654666361,-0.493000609,-0.190562613,3292,1
407_0,167,200,122,310,146,2778,30,0.359649123,0.435185185,0.156069364,-0.359649123,2313,1
408_0,317.5,437.5,435,2034.5,1536,2861.5,913,0.1396163,0.647701964,-0.556625285,-0.1396163,2167,1
413_0,309,401.5,322.5,1675,845.5,2894.5,344,0.329101369,0.67709637,-0.356054531,-0.329101369,562,1
414_0,239,262,206,1165,780,2784,334,0.197943445,0.699489424,-0.497120921,-0.197943445,2789,1
417_0,295.5,338.5,238.5,1862,1043,2916,437,0.281927711,0.772911212,-0.50995295,-0.281927711,628,1
421_0,359,517,477,2353,1383,2934,688,0.259635974,0.662897527,-0.455789474,-0.259635974,876,1
422_0,372,436,357,1682,1064,2902,511,0.225054625,0.649828347,-0.418666667,-0.225054625,1177,1
424_0,487,679,662,2714,2019,2960,1003,0.146841327,0.607819905,-0.496664196,-0.146841327,647,1
425_0,388,470,442,1283,952,2864,538,0.148098434,0.487536232,-0.338959212,-0.148098434,934,1
427_0,184,129,111.5,280.5,238.5,2786,118.5,0.080924855,0.431122449,-0.297959184,-0.080924855,2666,1
428_0,244,355,325,2447,1287,2819,585,0.310658811,0.765512266,-0.567600487,-0.310658811,2888,1
430_0,202,243,155,1500,732,2825,226,0.344086022,0.812688822,-0.501538462,-0.344086022,1622,1
434_0,587,757.5,696.5,2164,1848.5,3000,1007.5,0.078629283,0.513022199,-0.418649271,-0.078629283,161,1
435_0,449,427,373,1777,1109,2902,477,0.231462231,0.653023256,-0.444010417,-0.231462231,258,1
436_0,197,267.5,177.5,1388.5,708,2910.5,279,0.3245886,0.773307791,-0.451563301,-0.3245886,1469,1
437_0,224,230.5,171,633.5,723.5,2800,464.5,-0.066322771,0.574891237,-0.516771488,0.066322771,2995,1
439_0,286,367,378,2040,1274,2934,591,0.231140616,0.687344913,-0.552711761,-0.231140616,1466,1
440_0,92,61,33,123,83,2741,58,0.194174757,0.576923077,-0.152777778,-0.194174757,3476,1
443_0,555,717,776,1858,1745,2965,1008,0.031362753,0.41078208,-0.41754671,-0.031362753,609,1
444_0,145,262,218,1784,1015,2784,404,0.274740979,0.782217782,-0.589663273,-0.274740979,3517,1
445_0,316,458,363,2447,1462,2939,643,0.251982604,0.741637011,-0.522916667,-0.251982604,737,1
446_0,397,521.5,529.5,1425.5,1101,2939.5,672.5,0.128438551,0.45831202,-0.357164869,-0.128438551,1438,1
447_0,514,658.5,646.5,1947,1641,2872.5,1010,0.085284281,0.501445922,-0.427266797,-0.085284281,768,1
449_0,602.5,788,755,2791,2274,2955,1315,0.10207305,0.574168077,-0.485303723,-0.10207305,541,1
450_0,194,302,353,1212,772,2842,408,0.221774194,0.548881789,-0.437616387,-0.221774194,3378,1
453_0,473,760,870,2417,2257,2939,1461,0.034231921,0.470641923,-0.496188266,-0.034231921,715,1
454_0,113,121,99,531,211,2825,102,0.431266846,0.685714286,-0.271084337,-0.431266846,2657,1
455_0,462,802,984,3183,2760,2924,1614,0.071176174,0.527717783,-0.549691185,-0.071176174,2087,1
457_0,253,327,293,1142,794,2830,456,0.179752066,0.591637631,-0.416592328,-0.179752066,3350,1
461_0,352.5,561,538.5,3005.5,1829,2886,874,0.243355052,0.696106095,-0.530543933,-0.243355052,1801,1
462_0,402,386,333.5,1125.5,641.5,2894.5,322,0.273910583,0.54283756,-0.2486618,-0.273910583,1297,1
465_0,394,585,520,2125,1224,2924,542,0.269035533,0.606805293,-0.353233831,-0.269035533,462,1
467_0,295.5,463.5,381,2253.5,1503.5,2937,713.5,0.199627362,0.710761055,-0.528723945,-0.199627362,704,1
469_0,352,438.5,417,1756.5,1358,2798.5,814.5,0.127949912,0.616287095,-0.511828556,-0.127949912,3136,1
472_0,144.5,226,196.5,1459.5,712.5,2830.5,354.5,0.343922652,0.762681159,-0.518380394,-0.343922652,2723,1
473_0,573,661,545,1936,1422,2950,660,0.153067302,0.560661024,-0.365338454,-0.153067302,235,1
475_0,472.5,499,431.5,1080.5,678.5,2853,338.5,0.228538943,0.429232804,-0.152441614,-0.228538943,519,1
476_0,231,319,297,1406,874,2772,474,0.233333333,0.651203758,-0.465213747,-0.233333333,2862,1
479_0,444.5,732.5,760.5,2564,2050,2985,1185.5,0.111400087,0.542487592,-0.473495058,-0.111400087,708,1
480_0,494.5,621,500.5,2511,1296,2928.5,582.5,0.319148936,0.667607505,-0.352112676,-0.319148936,1076,1
484_0,169.5,247,179,1377.5,803,2841.5,310.5,0.263471681,0.769996788,-0.52952381,-0.263471681,2072,1
486_0,135,179,155,880,431,2784,220,0.342486651,0.700483092,-0.413114754,-0.342486651,2755,1
487_0,346.5,371.5,286.5,1181.5,489.5,2883,190,0.414123279,0.609673025,-0.137049942,-0.414123279,841,1
488_0,345.5,395,350.5,1363,717,2902.5,341.5,0.310576923,0.590895827,-0.289568345,-0.310576923,688,1
489_0,511,641.5,624,2021.5,1595.5,2962.5,901.5,0.117777163,0.528255528,-0.426464014,-0.117777163,210,1
491_0,639,800,970,1560,1889,3005,1553,-0.095389968,0.233201581,-0.404983265,0.095389968,305,1
495_0,521,697.5,675.5,2339,1638.5,2949.5,865.5,0.176115651,0.551832808,-0.402825342,-0.176115651,1285,1
498_0,287.5,318,341,1280,826,2842,417,0.215574549,0.579272054,-0.444055944,-0.215574549,2009,1
507_0,585,709,960,2653,2871,2913,1987,-0.039464156,0.468585663,-0.603910615,0.039464156,1414,1
509_0,305,393,305.5,1965,1110.5,2877.5,520.5,0.277841001,0.730896278,-0.47721982,-0.277841001,1985,1
514_0,563.5,631.5,570,1555.5,882,2905,486,0.276307692,0.46365561,-0.165510406,-0.276307692,595,1
516_0,388,485,536,1932,1245,2881,752,0.216241737,0.565640194,-0.439306358,-0.216241737,720,1
517_0,211,336,307,3135,1657,2830,737,0.308430718,0.82161534,-0.66281987,-0.308430718,2463,1
518_0,153.5,175,103,919,382.5,2838.5,123,0.412216673,0.798434442,-0.372197309,-0.412216673,2473,1
525_0,398,510,462,1967,1114,2864,571,0.276858163,0.619596542,-0.371921182,-0.276858163,1468,1
527_0,624.5,679,632.5,1856,1252.5,2897,503.5,0.194145086,0.491661644,-0.296919493,-0.194145086,211,1
533_0,195,165,123,876,318,2875,100,0.467336683,0.753753754,-0.316770186,-0.467336683,1685,1
536_0,270,390,414,1872,1499,2842,817,0.110649659,0.637795276,-0.587083113,-0.110649659,2937,1
537_0,601,902,1116,2593,2814,3034,1809,-0.040872942,0.398220545,-0.514531755,0.040872942,714,1
539_0,474,649,870,1900,2021,2965,1431,-0.030859475,0.371841155,-0.513857678,0.030859475,2007,1
540_0,375,499,578,2632,2011,2945,1152,0.133749731,0.639875389,-0.602390438,-0.133749731,1719,1
542_0,469,620,647,2361,1973,2929,962,0.089524689,0.56981383,-0.521789433,-0.089524689,992,1
543_0,363.5,496.5,447,1740.5,909.5,2952,447.5,0.313584906,0.591314286,-0.29374111,-0.313584906,835,1
544_0,474,728,911,2358,2690,2975,1904,-0.065768621,0.44264301,-0.574019895,0.065768621,3207,1
546_0,544.5,716.5,653,2204,1508.5,2980,800,0.187340067,0.542877144,-0.355955056,-0.187340067,275,1
547_0,726,848,1064,2515,2524,2784,1796,-0.001786069,0.405420509,-0.497034401,0.001786069,3308,1
549_0,1341,1533,1604,2965.5,3219,2810,2640.5,-0.040989571,0.297953824,-0.35479798,0.040989571,2381,1
550_0,787,1097,1263,2262,2538,3005,1877,-0.0575,0.283404255,-0.396423659,0.0575,1032,1
551_0,258,312.5,236,658,246,2816,108.5,0.455752212,0.472035794,0.119068935,-0.455752212,1384,1
552_0,189,220,177,1191,730,2807,386,0.239979178,0.74122807,-0.536842105,-0.239979178,2644,1
554_0,125,186,185,1340,751,2790,365,0.281683405,0.757377049,-0.60298826,-0.281683405,2739,1
555_0,466,719,871.5,2043.5,1925.5,2997.5,1103,0.029730411,0.402058319,-0.456229911,-0.029730411,1507,1
562_0,408,576.5,558,2725,1630,2883.5,839.5,0.251435132,0.660067012,-0.47745298,-0.251435132,1135,1
565_0,376.5,604,703,2244,1991.5,2937,1302.5,0.059615158,0.522904649,-0.534579079,-0.059615158,2881,1
566_0,155,130,87,204,148,2766,32,0.159090909,0.402061856,-0.064748201,-0.159090909,3046,1
569_0,241.5,393,262.5,2025.5,1053,2913,458,0.315900601,0.770541958,-0.456431535,-0.315900601,2284,1
572_0,622,818,826.5,2601.5,1869,3017,1079,0.163851918,0.517794632,-0.391142538,-0.163851918,280,1
577_0,365,594,550,3612,2440,2886,1114,0.19365499,0.735703988,-0.608437706,-0.19365499,1991,1
578_0,542,728,765.5,2096.5,1974.5,2972.5,1211.5,0.029968067,0.465059399,-0.461239593,-0.029968067,244,1
579_0,346,512,332,2505,1290,2960,533,0.320158103,0.765949947,-0.431742508,-0.320158103,668,1
581_0,307,469.5,457.5,2498.5,1729,2970,982,0.182022472,0.690460081,-0.572890607,-0.182022472,3540,1
582_0,263,232,174,566,243,2881,118,0.399258344,0.52972973,-0.023157895,-0.399258344,1229,1
583_0,344.5,384,338.5,1363.5,653,2861.5,275,0.352343169,0.602232667,-0.259402122,-0.352343169,858,1
584_0,598.5,751,804,2348,2405.5,2847,1677,-0.01209635,0.489847716,-0.524156502,0.01209635,3405,1
588_0,187,320.5,272,2011,1068,2883.5,501.5,0.306268269,0.761717039,-0.538350738,-0.306268269,2832,1
591_0,196,409,330,2043,1205,2897,518,0.258004926,0.721871049,-0.493184634,-0.258004926,3456,1
592_0,224.5,348,311,2055,1370.5,2833,621,0.199824843,0.737109045,-0.594995636,-0.199824843,2593,1
593_0,354,491.5,435,1803,931.5,2939.5,426,0.318705431,0.611260054,-0.309205903,-0.318705431,1134,1
596_0,431,631,522,2575,1654,2913,795,0.217781982,0.66289958,-0.447702407,-0.217781982,463,1
597_0,511,688,700,2442,2241,2960,1275,0.042921204,0.554423934,-0.53021509,-0.042921204,1165,1
