LULC,NDWI,NDVI,B1,B2,B3,B4,B5,B6,MNDWI,B7,NDBI,system:index
7,-0.08828250401284109,0.12447414006434052,668.5,787.5,884.5,1136.0,1356.0,2676.0,-0.26522043386983907,1239.0,0.08828250401284109,366_0
1,0.2913793103448276,0.6380535811919081,355.0,402.0,331.0,1498.0,822.0,2897.0,-0.3431372549019608,303.0,-0.2913793103448276,367_0
1,0.19173239053576285,0.5934545454545455,313.5,285.0,279.5,1095.5,743.0,2792.5,-0.4455252918287938,447.5,-0.19173239053576285,368_0
4,0.10064530737008943,0.529337737926695,489.5,729.5,748.0,2430.5,1986.0,2926.0,-0.46271404897808877,1249.0,-0.10064530737008943,369_0
7,0.6418892760356175,-0.057555555555555554,2421.0,2409.5,2379.5,2120.5,462.5,2635.0,0.677924791086351,521.0,-0.6418892760356175,370_0
7,0.8644790112934158,-0.5058823529411764,20000.0,13063.5,20000.0,6562.5,477.0,2568.5,0.9295446992356264,420.5,-0.8644790112934158,371_0
6,-0.02525967894239849,0.40681431005110735,637.5,777.0,870.5,2064.5,2171.5,2934.0,-0.47295234865185687,1319.5,0.02525967894239849,372_0
7,0.7895151754040205,-0.056721379596925,1586.5,1336.5,1271.5,1135.0,133.5,2621.0,0.8183673469387756,115.5,-0.7895151754040205,373_0
5,-0.26882516188714156,0.20085080522637497,892.0,1342.5,1972.5,2964.0,5143.5,2913.0,-0.586031452358927,4177.0,0.26882516188714156,374_0
1,0.09964527571751049,0.6702040816326531,380.0,501.0,505.0,2557.5,2094.0,2858.5,-0.6138728323699422,1120.5,-0.09964527571751049,375_0
7,-0.00889060688055663,0.2599508599508599,330.5,335.0,376.5,641.0,652.5,2714.5,-0.32151898734177214,388.5,0.00889060688055663,376_0
1,0.13877960348684718,0.2584825234441603,1944.5,2145.0,2174.5,3690.5,2791.0,2844.5,-0.13087520259319288,2025.0,-0.13877960348684718,377_0
7,-0.09252669039145907,0.1888111888111888,224.0,196.5,174.0,255.0,307.0,2702.5,-0.21946375372393248,181.5,0.09252669039145907,378_0
1,0.3715203426124197,0.6266666666666667,216.5,200.5,147.0,640.5,293.5,2827.0,-0.1882591093117409,133.0,-0.3715203426124197,379_0
1,0.04471195184866724,0.5561959654178674,530.0,719.0,693.0,2430.0,2222.0,2924.0,-0.5110506630397824,1296.0,-0.04471195184866724,380_0
4,0.09335338911347184,0.5581457663451233,512.0,815.0,824.5,2907.5,2411.0,2942.0,-0.49473031618102914,1431.5,-0.09335338911347184,381_0
1,0.2770617086802783,0.7565108252274867,357.0,516.5,388.0,2799.0,1584.5,2886.0,-0.5083293669681104,689.0,-0.2770617086802783,382_0
1,0.24618556701030928,0.7344557107327339,264.5,400.0,347.0,2266.5,1371.0,2853.0,-0.5482778091473743,638.5,-0.24618556701030928,383_0
1,0.36123076923076924,0.7918185500202511,210.5,183.5,128.5,1106.0,519.0,2787.0,-0.47758007117437723,216.0,-0.36123076923076924,384_0
1,0.35000622122682595,0.8122598964422917,216.0,394.0,281.0,2712.5,1306.0,2866.5,-0.5364705882352941,455.0,-0.35000622122682595,385_0
1,0.26596604688763137,0.7871611982881598,364.5,495.5,373.0,3132.0,1816.0,2910.0,-0.5712740644603072,757.0,-0.26596604688763137,386_0
4,-0.08523618616001394,0.3806892922915022,621.0,896.0,1177.0,2624.0,3113.0,2945.0,-0.553005737091544,2178.0,0.08523618616001394,387_0
1,0.31538839724680434,0.8053306342780027,299.5,357.5,288.5,2675.5,1392.5,2841.0,-0.5914285714285714,596.5,-0.31538839724680434,388_0
7,0.05543859649122807,0.12322628827483197,627.0,619.0,587.0,752.0,673.0,2676.5,-0.04179566563467492,599.0,-0.05543859649122807,389_0
8,0.08507306889352818,0.38808212318477714,716.5,938.5,916.5,2079.0,1753.0,2939.5,-0.3026193572357421,1149.5,-0.08507306889352818,390_0
1,0.17520938023450586,0.6808816482989938,188.0,187.5,166.5,877.0,615.5,2801.0,-0.5330012453300125,313.0,-0.17520938023450586,391_0
7,0.36811068269448854,0.0765661252900232,1291.5,1283.5,1293.5,1508.0,696.5,2708.0,0.2964646464646465,586.0,-0.36811068269448854,392_0
4,0.10908815050826885,0.40360983102918585,486.5,726.0,776.5,1827.5,1468.0,2931.5,-0.3381950774840474,923.0,-0.10908815050826885,393_0
1,0.23597203854146986,0.3634847853272197,979.0,916.5,763.5,1635.5,1011.0,2833.0,-0.0490272373540856,501.5,-0.23597203854146986,394_0
7,0.02420171160393853,0.05557663125948407,2052.0,2265.5,2489.5,2782.5,2651.0,2786.0,-0.07840943760805451,2467.0,-0.02420171160393853,395_0
1,0.1211710490647872,0.25308018582104624,1726.5,1810.5,1849.0,3102.0,2431.5,2816.0,-0.1463932107496464,1846.5,-0.1211710490647872,396_0
5,-0.22535657686212363,0.18353510895883776,1074.0,1504.0,2107.5,3055.0,4832.5,2944.5,-0.5252899865856545,3831.5,0.22535657686212363,397_0
1,0.16258272223215883,0.681541844522054,403.5,653.5,615.5,3250.0,2341.0,2904.5,-0.5635331440975121,1230.0,-0.16258272223215883,398_0
4,0.019613540607293332,0.5027837259100643,638.0,939.0,1161.0,3509.0,3374.0,2939.0,-0.5645722235103177,2077.0,-0.019613540607293332,399_0
4,0.3610162254483348,0.7897248736664795,367.0,476.0,374.5,3187.5,1496.5,2921.0,-0.5173637515842839,543.5,-0.3610162254483348,400_0
7,0.11742921992593477,-0.02511724856696196,1904.5,2235.0,2459.0,2338.5,1847.0,2781.0,0.0950514453699167,1661.5,-0.11742921992593477,401_0
7,0.8330914368650217,-0.11770869717079986,20000.0,20000.0,20000.0,15787.5,1437.5,2662.5,0.8658892128279884,1074.0,-0.8330914368650217,402_0
7,0.8849444515387562,-0.15071488162020655,20000.0,20000.0,20000.0,14761.0,901.0,2669.5,0.9137840294722741,711.0,-0.8849444515387562,403_0
4,0.08897307259137914,0.5782757085621012,493.5,742.0,710.5,2659.0,2224.5,2913.0,-0.4997471768076858,1369.0,-0.08897307259137914,404_0
4,0.008613503751041956,0.4439140811455847,492.0,618.0,699.0,1815.0,1784.0,2886.0,-0.48542880932556204,1048.0,-0.008613503751041956,405_0
1,0.39781775287525806,0.7461779333210536,409.0,464.5,344.5,2370.0,1021.0,2886.0,-0.3746213396162908,379.5,-0.39781775287525806,406_0
1,0.13843923653056295,0.6092896174863388,467.0,592.0,572.0,2356.0,1783.0,2918.0,-0.5014736842105263,936.0,-0.13843923653056295,407_0
3,0.13217554966207545,0.6703268963776348,462.5,709.5,653.0,3308.5,2536.0,2934.0,-0.5627792327838546,1261.5,-0.13217554966207545,408_0
1,0.11682794430021241,0.5474166121648136,513.0,648.0,692.0,2366.0,1871.0,2924.0,-0.4855101230647082,1083.0,-0.11682794430021241,409_0
7,0.8055555555555556,-0.13643331630045988,847.5,661.5,556.0,422.5,45.5,2574.0,0.8712871287128713,45.5,-0.8055555555555556,410_0
1,0.37458033573141486,0.7615242778119238,259.0,286.0,194.0,1433.0,652.0,2881.0,-0.39019189765458423,271.0,-0.37458033573141486,411_0
1,0.1681029780735246,-0.30987367878319155,10130.0,3946.0,10162.0,5354.0,3813.0,2815.5,0.017141384198994716,2723.5,-0.1681029780735246,412_0
1,0.12581852198316185,0.5660377358490566,527.0,656.0,667.0,2407.0,1869.0,2929.0,-0.4803960396039604,1035.0,-0.12581852198316185,413_0
1,0.315450643776824,0.6033129904097646,467.0,547.0,455.0,1839.0,957.0,2897.0,-0.2726063829787234,499.0,-0.315450643776824,414_0
1,0.26494221243808475,0.7878033602986932,266.0,379.5,341.0,2873.0,1669.5,2827.5,-0.6295754026354319,825.0,-0.26494221243808475,415_0
7,-0.09020537124802527,0.07293898462971589,1986.5,2171.0,2488.0,2879.5,3450.5,2790.0,-0.22760828960241927,3181.5,0.09020537124802527,416_0
1,0.25097716519234725,0.5301962757926523,869.5,1030.5,933.5,3040.5,1820.5,2872.0,-0.2770957558751315,994.0,-0.25097716519234725,417_0
1,0.33296743505305526,0.7143529411764706,369.0,365.5,303.5,1821.5,911.5,2853.0,-0.42756460454189504,373.0,-0.33296743505305526,418_0
1,0.33455210237659966,0.7136150234741784,155.5,193.0,152.5,912.5,455.0,2846.5,-0.404320987654321,215.5,-0.33455210237659966,419_0
8,0.312435002228495,0.7206856252434749,371.5,497.5,358.5,2208.5,1157.0,2918.0,-0.3986098519190088,517.0,-0.312435002228495,420_0
7,0.3325153374233129,0.0016140189070786258,2060.5,2073.0,2165.0,2172.0,1088.0,2774.0,0.31161024992091113,1032.5,-0.3325153374233129,421_0
5,-0.11034374509496155,0.3144712430426716,362.5,543.5,739.0,1417.0,1768.5,2783.5,-0.5298442906574394,1111.0,0.11034374509496155,422_0
5,0.09558823529411764,0.26988636363636365,280.0,251.0,257.0,447.0,369.0,2705.5,-0.19032258064516128,269.0,-0.09558823529411764,423_0
3,-0.10308844567870067,0.37860561376277324,615.0,987.5,1201.0,2664.5,3277.0,2921.0,-0.5368741939266034,2087.0,0.10308844567870067,424_0
5,-0.27765680972114914,0.22137767220902613,944.5,1211.5,1639.0,2571.0,4547.5,2894.5,-0.5792672338947734,3963.0,0.27765680972114914,425_0
1,0.3664963699919333,0.7065144392209537,283.0,353.5,218.5,1270.5,589.0,2902.0,-0.24986737400530504,285.0,-0.3664963699919333,426_0
1,0.25325684235687823,0.7790973871733967,316.5,401.5,325.5,2621.5,1562.0,2818.5,-0.5910364145658263,720.0,-0.25325684235687823,427_0
1,0.3604336043360434,0.6822116727171181,310.5,315.5,284.5,1506.0,708.0,2842.0,-0.38348803126526626,245.5,-0.3604336043360434,428_0
1,0.4419657290656321,0.760757994472957,302.5,322.0,151.5,1115.0,431.5,2883.0,-0.1453218314532183,174.5,-0.4419657290656321,429_0
1,0.04398089972354863,0.5974875016023586,502.5,787.0,785.0,3115.5,2853.0,2921.0,-0.5675824175824176,1711.5,-0.04398089972354863,430_0
7,0.8239022388399981,0.0,20000.0,20000.0,20000.0,20000.0,1931.0,2628.0,0.8239022388399981,1592.5,-0.8239022388399981,431_0
4,0.16853932584269662,0.5746606334841629,428.5,603.5,611.0,2262.0,1609.5,2934.0,-0.45458653411658384,967.5,-0.16853932584269662,432_0
1,0.37610725401005507,0.8081157596728531,209.5,206.5,152.5,1437.0,651.5,2821.0,-0.5186480186480187,243.0,-0.37610725401005507,433_0
1,0.23276890054853328,0.48449167145318783,898.0,989.5,897.5,2584.5,1608.5,2907.5,-0.2382602001539646,820.5,-0.23276890054853328,434_0
1,0.4403361344537815,0.5638686131386861,324.0,313.0,239.0,857.0,333.0,2908.0,-0.030959752321981424,195.0,-0.4403361344537815,435_0
4,0.11690800681431004,0.5244877198081674,569.0,731.5,818.0,2622.5,2073.5,2931.5,-0.47843137254901963,1181.0,-0.11690800681431004,436_0
1,0.42423390497610347,0.7529411764705882,236.5,264.0,178.5,1266.5,512.0,2885.5,-0.31958762886597936,154.0,-0.42423390497610347,437_0
1,0.4439784301977232,0.6174496644295302,249.0,231.5,142.5,602.5,232.0,2816.0,-0.0010787486515641855,64.0,-0.4439784301977232,438_0
1,0.47921225382932164,0.7027707808564232,193.0,200.0,177.0,1014.0,357.0,2807.0,-0.28186714542190305,166.0,-0.47921225382932164,439_0
1,0.3227267705225942,0.7107745070020006,485.0,583.0,506.0,2993.0,1532.5,2913.0,-0.44883006381470103,592.0,-0.3227267705225942,440_0
1,0.31358637814827955,0.6579359749272442,321.0,434.5,382.0,1851.5,967.5,2880.5,-0.3801711840228245,481.0,-0.31358637814827955,441_0
4,-0.07667603372139703,0.3379872018615474,637.0,804.5,853.5,1725.0,2011.5,2921.0,-0.4286221590909091,1366.0,0.07667603372139703,442_0
1,0.33828106296384963,0.796849887495982,332.5,454.0,316.0,2795.0,1382.0,2891.0,-0.5054466230936819,538.0,-0.33828106296384963,443_0
4,0.16382049245432884,0.6419666619974786,518.0,674.0,639.0,2930.5,2105.5,2937.0,-0.5150206871739521,1007.5,-0.16382049245432884,444_0
1,0.19885978010044794,0.2577613215608089,1248.0,1263.5,1303.0,2208.0,1475.5,2787.0,-0.07740051113545089,960.0,-0.19885978010044794,445_0
1,0.25556304787592715,0.6709542327250972,461.0,587.0,550.0,2793.0,1656.0,2897.0,-0.47659384752563533,696.0,-0.25556304787592715,446_0
4,0.10867764792491028,0.48046202998279675,752.5,958.5,1057.0,3012.0,2421.5,2913.0,-0.43284023668639054,1670.0,-0.10867764792491028,447_0
7,0.01387269759850781,0.003693017888055395,3748.5,4022.5,4316.5,4348.5,4229.5,2784.5,-0.02508482792050412,4720.5,-0.01387269759850781,448_0
1,0.28339517625231914,0.691578786489378,526.5,557.5,504.5,2767.0,1545.0,2836.0,-0.469678953626635,624.5,-0.28339517625231914,449_0
1,0.36249361267245783,0.8180826401200054,253.5,382.5,333.5,3333.0,1559.5,2861.0,-0.606076210092688,670.5,-0.36249361267245783,450_0
4,0.08606672273619288,0.31925761961518817,760.0,956.0,999.5,1937.0,1630.0,2939.5,-0.26063418406805877,1188.5,-0.08606672273619288,451_0
1,0.13793103448275862,0.6035658101730467,485.0,573.5,567.0,2293.5,1737.5,2824.5,-0.5036780614452618,1042.5,-0.13793103448275862,452_0
8,0.0556072159196578,0.18422699770498643,804.0,943.5,977.5,1419.0,1269.5,2947.5,-0.1473113420695888,1070.5,-0.0556072159196578,453_0
1,0.43518310492024265,0.7288227334235453,255.0,329.0,250.5,1597.0,628.5,2899.5,-0.3127937336814621,228.5,-0.43518310492024265,454_0
1,0.23890879030035822,0.7433113609926328,274.5,371.0,331.0,2248.0,1381.0,2877.5,-0.5764840182648402,680.5,-0.23890879030035822,455_0
4,0.19030170733608795,0.5962362780972295,819.5,1012.0,965.5,3817.0,2596.5,2897.0,-0.43910211999445753,1429.5,-0.19030170733608795,456_0
4,0.2241907058714405,0.6586653261279377,532.5,733.0,679.0,3299.5,2091.0,2900.0,-0.48087818696883855,1213.5,-0.2241907058714405,457_0
1,0.20271381578947367,0.7005813953488372,338.0,473.0,515.0,2925.0,1939.0,2842.0,-0.6077943615257048,1075.0,-0.20271381578947367,458_0
5,-0.22612350468800518,0.17795275590551182,1271.5,1633.5,2088.0,2992.0,4740.5,2885.0,-0.48744901160966425,3550.5,0.22612350468800518,459_0
7,0.738650955510235,-0.38128645539338224,12514.0,5949.5,12847.0,5754.5,865.0,2709.0,0.7461295766380512,799.5,-0.738650955510235,460_0
1,0.19075712881022616,0.7349570200573066,385.0,511.5,462.5,3027.5,2057.5,2855.5,-0.6017905799922149,1007.0,-0.19075712881022616,461_0
1,0.5482974287699791,0.6479289940828402,263.5,176.5,119.0,557.0,162.5,2847.0,0.04129793510324484,39.5,-0.5482974287699791,462_0
7,0.10145317545748116,0.04107846877782017,1920.5,1860.5,1885.0,2046.5,1669.5,2637.5,0.05410764872521247,1417.5,-0.10145317545748116,463_0
1,0.39858012170385393,0.7858838765378804,300.0,334.0,248.0,2068.5,889.5,2888.5,-0.4540253371475276,327.0,-0.39858012170385393,464_0
4,0.046875,0.4157096922370234,701.0,896.5,954.0,2311.5,2104.5,2952.5,-0.40253248917027656,1299.0,-0.046875,465_0
1,0.283125,0.6280729579698652,452.0,580.0,469.0,2053.0,1147.0,2908.0,-0.328314997104806,525.0,-0.283125,466_0
1,0.1935090287945339,0.5900520156046815,482.0,616.0,630.5,2445.5,1652.5,2913.0,-0.4569098523253251,884.5,-0.1935090287945339,467_0
7,0.3052173052173052,0.009649257160361465,2851.0,3114.0,3233.0,3296.0,1754.5,2800.0,0.2792441203656157,1659.0,-0.3052173052173052,468_0
4,0.11596842744383729,0.6435171385991059,449.0,686.5,598.0,2757.0,2184.0,2907.5,-0.5216861174011497,1145.0,-0.11596842744383729,469_0
1,0.09603020716399632,0.41988365943945005,852.0,1047.5,1097.0,2685.0,2214.5,2795.5,-0.35775597792765174,1751.0,-0.09603020716399632,470_0
7,0.7880921534388554,-0.43184421534937,20000.0,20000.0,20000.0,7936.0,940.5,2734.5,0.9101740646116377,856.0,-0.7880921534388554,471_0
1,0.11547742157876595,0.6368234699038948,302.5,377.5,359.0,1618.0,1283.0,2816.0,-0.5453176753989762,661.0,-0.11547742157876595,472_0
4,0.011895526247737265,0.3334469245186574,717.5,874.0,978.0,1956.5,1910.5,2962.5,-0.37223918118154065,1391.0,-0.011895526247737265,473_0
7,-0.20120572720422006,0.08662224500256278,1433.0,1625.0,1782.0,2120.0,3188.0,2819.0,-0.32474548098898814,3072.0,0.20120572720422006,474_0
2,0.17166276346604215,0.6922036191442584,342.0,529.5,455.0,2501.5,1768.5,2888.5,-0.5391644908616188,865.0,-0.17166276346604215,475_0
1,0.23832287620754905,0.5644187216909915,732.0,861.0,865.5,3108.5,1912.0,2841.5,-0.37901190046880634,1070.5,-0.23832287620754905,476_0
7,-0.1730458221024259,0.0684931506849315,1601.5,1838.0,2006.0,2301.0,3264.0,2853.0,-0.2794982359858879,3409.5,0.1730458221024259,477_0
4,0.2112253147014667,0.651393481341521,459.0,567.0,553.5,2622.0,1707.5,2889.0,-0.501428885469334,882.0,-0.2112253147014667,478_0
1,0.2799483371004198,0.7219808861859253,241.0,313.0,320.0,1982.0,1115.0,2825.0,-0.561624649859944,494.0,-0.2799483371004198,479_0
1,0.25085049239033125,0.6817525276841598,293.5,328.5,330.5,1746.5,1046.0,2824.5,-0.5220080029101491,518.5,-0.25085049239033125,480_0
1,0.2857142857142857,0.8337801608579088,275.5,315.0,201.5,2223.0,1235.0,2891.5,-0.5935483870967742,499.0,-0.2857142857142857,481_0
1,0.16189039718451484,0.5065189048239895,681.0,768.0,757.0,2311.0,1667.0,2918.0,-0.36919917864476387,955.0,-0.16189039718451484,482_0
4,-0.054960742326909354,0.4515554337398931,565.5,826.5,1000.5,2648.0,2956.0,2947.5,-0.5629874421678784,1899.0,0.054960742326909354,483_0
4,0.06763185108583247,0.4673109721432632,612.0,872.0,937.0,2581.0,2254.0,2945.0,-0.4420985284708893,1454.0,-0.06763185108583247,484_0
1,0.28725885096459614,0.6344549125168237,375.5,408.0,339.5,1518.0,840.5,2883.5,-0.34641569883860635,374.0,-0.28725885096459614,485_0
4,0.04729422464756708,0.4612944162436548,591.0,750.0,849.0,2303.0,2095.0,2955.0,-0.4727592267135325,1229.0,-0.04729422464756708,486_0
1,0.30115891411335133,0.7294787929943026,303.0,358.5,320.5,2049.0,1100.5,2836.0,-0.5085675119945168,449.0,-0.30115891411335133,487_0
1,0.23739837398373984,0.5928833071690215,357.0,453.0,389.0,1522.0,938.0,2875.0,-0.3486700215672178,436.0,-0.23739837398373984,488_0
2,0.2756155679110405,0.7030752916224814,382.0,521.0,420.0,2409.0,1368.0,2924.0,-0.4483853890947591,560.0,-0.2756155679110405,489_0
1,0.21658890616899948,0.7958371594735231,344.5,439.5,333.5,2933.5,1889.0,2850.0,-0.6225037577839811,792.5,-0.21658890616899948,490_0
7,0.7524903154399557,-0.22447730125202803,20000.0,20000.0,20000.0,12667.0,1789.0,2683.0,0.8357887007205471,1444.0,-0.7524903154399557,491_0
1,0.23703703703703705,0.7401875651267801,346.0,459.0,374.0,2505.0,1545.0,2842.0,-0.5419161676646707,758.0,-0.23703703703703705,492_0
4,0.2464720664991301,0.378956372968349,577.0,754.5,726.0,1612.0,974.5,2918.0,-0.12724117987275882,492.0,-0.2464720664991301,493_0
1,0.4306663791244339,0.7596816976127321,304.0,350.0,226.5,1658.5,660.0,2887.5,-0.3069306930693069,281.5,-0.4306663791244339,494_0
7,-0.01951779563719862,0.07624448645242596,397.0,380.5,366.5,427.0,444.0,2635.0,-0.07701637355973318,381.5,0.01951779563719862,495_0
7,0.7794201250710631,-0.10851609228140131,1185.0,1071.5,973.0,782.5,97.0,2551.5,0.8339751818570817,84.5,-0.7794201250710631,496_0
1,0.45529573590096284,0.638616417139907,255.0,262.0,175.0,793.5,297.0,2888.5,-0.0626118067978533,132.0,-0.45529573590096284,497_0
1,0.35489732872978375,0.7944645006016847,227.0,328.0,213.5,1864.0,887.5,2863.5,-0.4603044014808721,402.0,-0.35489732872978375,498_0
3,-0.23009210204580652,0.35991937805931473,755.0,892.5,1111.5,2361.5,3773.0,2960.0,-0.6174043510877719,2726.0,0.23009210204580652,499_0
1,0.049438738953904944,0.4233884029802397,1046.5,1269.5,1335.0,3295.5,2985.0,2905.0,-0.40322011987307554,2157.0,-0.049438738953904944,500_0
4,0.15030837004405287,0.4640053823727293,1003.0,1154.0,1195.0,3264.0,2411.0,2880.5,-0.3525946704067321,1566.5,-0.15030837004405287,501_0
4,0.13280455562334756,0.5707839819514946,520.0,732.0,761.0,2785.0,2132.0,2945.0,-0.4888268156424581,1341.0,-0.13280455562334756,502_0
1,0.0109080992637033,0.6113888285155401,365.0,423.5,447.0,1853.5,1813.5,2842.0,-0.62136790344211,1071.5,-0.0109080992637033,503_0
3,-0.15008675534991325,0.24113175675675674,682.0,1181.5,1797.0,2939.0,3977.0,2924.0,-0.5419211010952797,3004.5,0.15008675534991325,504_0
1,0.3457051961823966,0.8,131.5,210.0,141.0,1269.0,617.0,2833.0,-0.4921402660217654,281.0,-0.3457051961823966,505_0
4,0.14943667203169494,0.5613858055835856,413.5,658.0,652.0,2321.0,1717.5,2931.5,-0.44601136602820457,1017.0,-0.14943667203169494,506_0
1,0.15917745620715917,0.6269374665954035,221.5,181.5,174.5,761.0,552.0,2772.0,-0.5051124744376279,305.5,-0.15917745620715917,507_0
3,-0.2596241088788075,0.20914479254868756,802.0,1289.0,1868.0,2856.0,4859.0,2929.0,-0.5806766428106701,3860.0,0.2596241088788075,508_0
4,-0.045112781954887216,0.3795260039499671,650.0,777.5,942.5,2095.5,2293.5,2962.5,-0.49365027678280693,1392.5,0.045112781954887216,509_0
1,0.3679694947569113,0.7103694874851013,195.5,192.5,121.5,717.5,331.5,2827.5,-0.2652671755725191,201.5,-0.3679694947569113,510_0
4,0.17807413218278093,0.6063644872309132,534.5,733.5,736.0,3003.5,2095.5,2878.0,-0.4814422057264051,1232.5,-0.17807413218278093,511_0
5,0.04054054054054054,0.23580246913580247,287.5,299.5,309.5,500.5,461.5,2702.0,-0.21287779237844942,285.5,-0.04054054054054054,512_0
5,0.17062634989200864,0.43007915567282323,289.0,189.0,108.0,271.0,192.0,2790.0,-0.007874015748031496,104.0,-0.17062634989200864,513_0
4,0.11574019894675248,0.5138139091775167,557.0,778.0,765.5,2383.5,1889.0,2942.0,-0.416572928383952,1151.0,-0.11574019894675248,514_0
1,0.4646324549237171,0.7101214574898785,161.5,135.5,89.5,528.0,193.0,2821.5,-0.1750380517503805,77.5,-0.4646324549237171,515_0
7,-0.04725842860263599,0.008012326656394453,2682.0,3052.0,3219.0,3271.0,3595.5,2801.5,-0.08176006017299736,4086.5,0.04725842860263599,516_0
3,-0.05842864246643461,0.465273747339911,441.5,585.0,691.0,1893.5,2128.5,2891.5,-0.5688225538971807,1275.5,0.05842864246643461,517_0
7,-0.16148010527945503,0.013188663361706108,2344.0,2491.0,2637.5,2708.0,3751.0,2758.0,-0.2018583787247677,4029.5,0.16148010527945503,518_0
4,-0.09120521172638436,0.39577543079488603,710.0,956.0,1087.0,2511.0,3015.0,2934.0,-0.5185091916393856,1998.0,0.09120521172638436,519_0
7,0.8649789029535865,-0.4364978183189384,20000.0,20000.0,20000.0,7845.5,568.0,2551.0,0.9447685725398678,504.5,-0.8649789029535865,520_0
7,0.8472693032015066,-0.013427206437012824,4454.0,5335.5,5038.0,4904.5,405.5,2666.0,0.8587354119491378,341.0,-0.8472693032015066,521_0
4,0.04839044652128764,0.3868131868131868,742.0,985.0,1116.0,2524.0,2291.0,2929.0,-0.3986568986568987,1392.0,-0.04839044652128764,522_0
7,0.824390243902439,-0.404573028464769,5119.5,5881.0,12792.5,5423.0,522.0,2589.0,0.836951429017648,443.5,-0.824390243902439,523_0
1,0.028664007976071784,0.08491062039957939,3485.0,3530.0,3481.0,4127.0,3897.0,2825.0,-0.04941429917867241,3469.0,-0.028664007976071784,524_0
1,0.11871848116285968,-0.36571582346609255,10083.0,10143.0,10150.0,4714.0,3713.5,2792.5,0.46400606213690326,2799.0,-0.11871848116285968,525_0
1,0.11067708333333333,0.6352743829379344,303.0,387.0,380.5,1706.0,1366.0,2792.5,-0.558471192241871,738.5,-0.11067708333333333,526_0
7,0.07918762809763369,-0.0467412771560237,2289.0,2834.0,3180.0,2896.0,2471.0,2818.5,0.06842601319509896,2427.5,-0.07918762809763369,527_0
4,-0.10557365501452848,0.40868118152822075,640.0,891.5,1066.0,2539.5,3139.0,2947.0,-0.5576231236819253,2173.0,0.10557365501452848,528_0
2,0.2439903846153846,0.7221297836938436,331.0,409.0,334.0,2070.0,1258.0,2853.0,-0.5092981403719257,507.0,-0.2439903846153846,529_0
4,0.1530599679842384,0.4762730569131326,522.5,804.0,830.5,2341.0,1719.5,2934.0,-0.3627897761046166,1075.0,-0.1530599679842384,530_0
7,0.5497031511645608,0.013843242704909869,2368.5,2312.5,2475.5,2545.0,739.5,2694.0,0.515399737876802,566.5,-0.5497031511645608,531_0
4,0.16477728157563265,0.5435508345978756,500.0,793.0,752.0,2543.0,1823.5,2915.5,-0.39384674183068985,1072.0,-0.16477728157563265,532_0
8,0.11451135241855874,0.6059743954480796,533.5,747.0,692.5,2822.5,2242.5,2939.0,-0.5002508780732564,1199.5,-0.11451135241855874,533_0
1,0.4090056285178236,0.7264367816091954,405.0,477.5,416.5,2628.5,1102.5,2899.5,-0.39556962025316456,434.5,-0.4090056285178236,534_0
7,0.055236661334337064,0.0041189111747851,2460.5,2672.5,2780.5,2803.5,2510.0,2740.5,0.03135552339604438,2498.0,-0.055236661334337064,535_0
4,0.14884979702300405,0.6092244511135682,419.5,630.5,618.5,2547.0,1887.0,2915.5,-0.49910625620655413,936.5,-0.14884979702300405,536_0
7,0.06585152838427948,0.0024093746577592817,3932.5,4139.0,4554.5,4576.5,4011.0,2815.5,0.01570552147239264,3941.5,-0.06585152838427948,537_0
1,0.28299585264698707,0.7924335378323109,300.5,383.0,304.5,2629.5,1469.5,2852.5,-0.5865047233468286,572.0,-0.28299585264698707,538_0
1,0.2773626373626374,0.697429906542056,213.5,194.5,129.5,726.5,411.0,2844.0,-0.35755573905862925,170.5,-0.2773626373626374,539_0
7,0.24511484401782654,0.25111953151911814,356.0,421.0,543.5,908.0,550.5,2692.0,-0.13329902213072567,412.0,-0.24511484401782654,540_0
1,0.20266384138035418,0.6881240705332483,420.5,435.0,367.0,1986.5,1317.0,2899.5,-0.5034246575342466,572.5,-0.20266384138035418,541_0
4,0.18580276322058123,0.6078811369509044,485.5,670.5,607.0,2489.0,1709.0,2901.5,-0.4364362260979197,896.0,-0.18580276322058123,542_0
7,0.8572946175637394,-0.3119055428009183,20000.0,20000.0,20000.0,10490.0,806.0,2547.0,0.9225223493223109,661.0,-0.8572946175637394,543_0
4,-0.00482573726541555,0.36220183486238533,704.5,820.5,869.0,1856.0,1874.0,2931.0,-0.3909816292447578,1402.5,0.00482573726541555,544_0
1,0.3486115757778521,0.8231569425599277,174.0,296.5,195.5,2015.5,973.5,2866.5,-0.5330708661417323,414.5,-0.3486115757778521,545_0
7,0.8500365001564293,-0.06429664011814969,5276.0,5131.5,5044.5,4435.0,359.5,2495.5,0.8690584592970315,260.0,-0.8500365001564293,546_0
1,0.27721561214277773,0.8217287866772403,323.5,436.5,281.0,2871.5,1625.0,2883.5,-0.5765219500363813,703.5,-0.27721561214277773,547_0
1,0.24847137298499167,0.5310156782549421,975.0,1119.0,1032.0,3369.0,2028.0,2856.0,-0.2888465204957102,1231.0,-0.24847137298499167,548_0
1,0.3484358144552319,0.8436578171091446,209.0,301.0,212.0,2500.0,1208.0,2902.0,-0.6010603048376408,468.0,-0.3484358144552319,549_0
